frame,timestamp_ns,raw_z,z_filt,w_px,conf
0,1783399590516538152,,,,
5,1783399590668775423,,,,
10,1783399590836945047,,,,
15,1783399591004144881,,,,
20,1783399591169038240,,,,
25,1783399591336420099,,,,
30,1783399591504986215,,,,
35,1783399591669034571,,,,
40,1783399591836943891,,,,
45,1783399592004782247,,,,
50,1783399592168786950,,,,
55,1783399592336946564,,,,
60,1783399592504932229,,,,
65,1783399592668965386,,,,
70,1783399592837001387,,,,
75,1783399593004961092,,,,
80,1783399593167313461,,,,
85,1783399593336675076,,,,
90,1783399593504782872,,,,
95,1783399593668932700,,,,
100,1783399593836623254,,,,
105,1783399594004771418,,,,
110,1783399594168797081,,,,
115,1783399594336876313,,,,
120,1783399594504830429,,,,
125,1783399594668865600,,,,
130,1783399594836775752,,,,
135,1783399595001113156,,,,
140,1783399595168876920,,,,
145,1783399595336777473,,,,
150,1783399595500714137,,,,
155,1783399595667981600,,,,
160,1783399595836780357,,,,
165,1783399596000244484,,,,
170,1783399596168591153,,,,
175,1783399596336815952,,,,
180,1783399596500432519,,,,
185,1783399596668334975,,,,
190,1783399596836752449,,,,
195,1783399597000701929,,,,
200,1783399597168650994,,,,
205,1783399597346746808,,,,
210,1783399597500903240,,,,
215,1783399597668323713,,,,
220,1783399597836258191,,,,
225,1783399598000512899,,,,
230,1783399598169996135,,,,
235,1783399598336834913,,,,
240,1783399598500434898,,,,
245,1783399598668426344,,,,
250,1783399598836955630,,,,
255,1783399599000939394,,,,
260,1783399599168599351,,,,
265,1783399599336868363,,,,
270,1783399599500890800,,,,
275,1783399599668623715,,,,
280,1783399599836961679,,,,
285,1783399600001400064,,,,
290,1783399600168618113,,,,
295,1783399600336780733,,,,
300,1783399600499671023,,,,
305,1783399600668872554,,,,
310,1783399600837149472,3.808,,50.8,0.439
315,1783399601000861159,4.530,4.169,42.7,0.522
320,1783399601168793142,,4.169,,
325,1783399601336597934,,4.169,,
330,1783399601511894267,,4.169,,
335,1783399601670164602,,4.169,,
340,1783399601837802036,,4.169,,
345,1783399602002478774,,4.169,,
350,1783399602169651146,,4.169,,
355,1783399602336899793,,,,
360,1783399602502201526,,,,
365,1783399602669868927,,,,
370,1783399602836910140,,,,
375,1783399603012174072,,,,
380,1783399603169886238,,,,
385,1783399603336938453,,,,
390,1783399603500790356,,,,
395,1783399603669874144,,,,
400,1783399603837776982,,,,
405,1783399604001721300,,,,
410,1783399604169019832,,,,
415,1783399604337732497,,,,
420,1783399604501439745,,,,
425,1783399604669811553,,,,
430,1783399604837848505,,,,
435,1783399605001721528,,,,
440,1783399605169727642,,,,
445,1783399605348020508,,,,
450,1783399605500625266,,,,
455,1783399605668715048,,,,
460,1783399605848008715,,,,
465,1783399606011724470,,,,
470,1783399606179464820,,,,
475,1783399606348135343,,,,
480,1783399606511382470,,,,
485,1783399606670243796,,,,
490,1783399606847675019,,,,
495,1783399607011636840,,,,
500,1783399607170333835,,,,
505,1783399607337504925,,,,
510,1783399607501691332,,,,
515,1783399607669411985,,,,
520,1783399607837778402,,,,
525,1783399608011384750,,,,
530,1783399608169634716,,,,
535,1783399608337676377,,,,
540,1783399608501784516,,,,
545,1783399608669285231,,,,
550,1783399608837235910,,,,
555,1783399609001797058,,,,
560,1783399609169069490,,,,
565,1783399609337949712,,,,
570,1783399609511801756,,,,
575,1783399609680459275,,,,
580,1783399609837832198,,,,
585,1783399610001462911,,,,
590,1783399610169151863,,,,
595,1783399610337868475,,,,
600,1783399610501911651,,,,
605,1783399610669453414,,,,
610,1783399610836936055,,,,
615,1783399611001526619,,,,
620,1783399611180018985,,,,
625,1783399611338021322,,,,
630,1783399611501691581,6.807,,28.4,0.411
635,1783399611670070192,6.125,6.466,31.6,0.693
640,1783399611832968035,6.572,6.572,29.4,0.594
645,1783399612012623777,6.298,6.435,30.7,0.592
650,1783399612169918241,,6.435,,
655,1783399612333936169,6.986,6.572,27.7,0.458
660,1783399612501904050,6.841,6.572,28.3,0.498
665,1783399612669129712,5.912,6.572,32.7,0.421
670,1783399612833972535,,6.572,,
675,1783399613001326572,,6.572,,
680,1783399613169045441,6.579,6.579,29.4,0.377
685,1783399613333978475,5.695,6.579,34.0,0.614
690,1783399613501694829,6.096,6.096,31.7,0.626
695,1783399613669968450,6.074,6.074,31.9,0.659
700,1783399613834061250,6.013,6.074,32.2,0.550
705,1783399614001913632,6.189,6.074,31.3,0.558
710,1783399614169976073,5.809,6.074,33.3,0.392
715,1783399614333974283,,6.074,,
720,1783399614500644923,6.222,6.074,31.1,0.544
725,1783399614670064137,4.969,6.013,38.9,0.511
730,1783399614833563161,,6.013,,
735,1783399615001943575,,6.013,,
740,1783399615179413060,5.525,5.809,35.0,0.646
745,1783399615343883837,,5.809,,
750,1783399615500949947,,5.809,,
755,1783399615670274131,,5.809,,
760,1783399615833573777,,5.809,,
765,1783399616002290649,,5.809,,
770,1783399616169153434,,5.809,,
775,1783399616343771882,,5.809,,
780,1783399616512504384,,,,
785,1783399616680569700,,,,
790,1783399616842814675,,,,
795,1783399617011440334,6.692,,28.9,0.488
800,1783399617168126724,,,,
805,1783399617332111169,,,,
810,1783399617511356423,,,,
815,1783399617680565849,,,,
820,1783399617843615872,2.979,4.835,65.0,0.578
825,1783399618011715623,,4.835,,
830,1783399618179479096,,4.835,,
835,1783399618344234574,2.672,2.979,72.4,0.423
840,1783399618510930012,3.021,3.000,64.0,0.585
845,1783399618680413217,2.478,2.979,78.1,0.381
850,1783399618843499278,,2.979,,
855,1783399619012448099,,2.979,,
860,1783399619180337572,,2.979,,
865,1783399619343608944,,2.979,,
870,1783399619512267716,3.188,2.979,60.7,0.554
875,1783399619670071516,,2.979,,
880,1783399619832562367,2.610,2.672,74.1,0.716
885,1783399620011366674,2.397,2.610,80.7,0.355
890,1783399620169009119,,2.610,,
895,1783399620332624504,2.523,2.523,76.7,0.670
900,1783399620500416451,2.354,2.523,82.2,0.385
905,1783399620680374466,2.581,2.523,75.0,0.519
910,1783399620834280253,2.672,2.523,72.4,0.768
915,1783399621002299672,2.817,2.581,68.7,0.680
920,1783399621170537655,2.919,2.672,66.3,0.655
925,1783399621334275192,2.535,2.672,76.3,0.789
930,1783399621501995464,3.158,2.817,61.3,0.733
935,1783399621670326825,2.766,2.817,70.0,0.722
940,1783399621834305689,3.042,2.919,63.6,0.612
945,1783399622001856759,2.954,2.954,65.5,0.754
950,1783399622170162360,2.844,2.954,68.0,0.720
955,1783399622333369611,3.536,2.954,54.7,0.528
960,1783399622502339383,2.667,2.954,72.6,0.450
965,1783399622670283969,2.725,2.844,71.0,0.710
970,1783399622833612209,2.517,2.725,76.9,0.646
975,1783399623001871312,2.615,2.667,74.0,0.613
980,1783399623170162306,2.474,2.615,78.2,0.709
985,1783399623334229307,6.027,2.615,32.1,0.378
990,1783399623502285175,5.997,2.615,32.3,0.491
995,1783399623669383487,2.474,2.615,78.2,0.470
1000,1783399623833781255,2.577,2.577,75.1,0.471
1005,1783399624002413516,5.731,5.731,33.8,0.538
1010,1783399624170098431,2.582,2.582,75.0,0.605
1015,1783399624333801481,6.513,2.582,29.7,0.631
1020,1783399624512914855,2.408,2.582,80.3,0.610
1025,1783399624669357854,2.187,2.582,88.5,0.693
1030,1783399624833307513,2.156,2.408,89.7,0.702
1035,1783399625002117843,2.183,2.187,88.6,0.750
1040,1783399625168704965,2.325,2.187,83.2,0.686
1045,1783399625333865791,9.063,2.187,21.4,0.719
1050,1783399625502370782,2.166,2.183,89.3,0.799
1055,1783399625670362959,2.161,2.183,89.5,0.743
1060,1783399625834007689,2.080,2.166,93.0,0.692
1065,1783399626001385641,1.927,2.161,100.4,0.730
1070,1783399626169376898,1.913,2.080,101.2,0.762
1075,1783399626333984334,1.993,1.993,97.1,0.676
1080,1783399626502229812,1.923,1.927,100.6,0.673
1085,1783399626669203978,1.767,1.923,109.5,0.780
1090,1783399626843718078,1.736,1.913,111.5,0.772
1095,1783399627002344818,1.652,1.767,117.2,0.772
1100,1783399627170013672,1.744,1.744,111.0,0.750
1105,1783399627334252780,1.532,1.736,126.3,0.682
1110,1783399627511628167,1.623,1.652,119.2,0.688
1115,1783399627670138097,1.663,1.652,116.4,0.776
1120,1783399627833368581,1.575,1.623,122.8,0.797
1125,1783399628012097977,1.558,1.575,124.2,0.777
1130,1783399628169894213,1.485,1.575,130.3,0.826
1135,1783399628332069095,1.465,1.558,132.1,0.821
1140,1783399628510542175,1.474,1.485,131.3,0.804
1145,1783399628669909581,1.470,1.474,131.7,0.772
1150,1783399628833805818,1.504,1.474,128.6,0.800
1155,1783399629001276436,1.550,1.474,124.9,0.798
1160,1783399629169020192,1.491,1.491,129.8,0.800
1165,1783399629333879426,1.505,1.504,128.6,0.817
1170,1783399629501783126,1.554,1.505,124.5,0.746
1175,1783399629676368019,1.578,1.550,122.6,0.705
1180,1783399629835473979,1.584,1.554,122.1,0.643
1185,1783399630012438095,1.624,1.578,119.1,0.779
1190,1783399630166176563,1.503,1.578,128.8,0.396
1195,1783399630334507573,1.613,1.584,120.0,0.649
1200,1783399630511865106,1.875,1.613,103.2,0.378
1205,1783399630676585908,1.841,1.624,105.1,0.578
1210,1783399630834437429,2.033,1.841,95.2,0.538
1215,1783399631002487205,1.859,1.859,104.1,0.751
1220,1783399631166529309,1.622,1.859,119.3,0.713
1225,1783399631331783433,1.921,1.859,100.8,0.724
1230,1783399631500220985,1.968,1.921,98.3,0.824
1235,1783399631664844652,1.918,1.918,100.9,0.816
1240,1783399631844536253,1.959,1.921,98.8,0.745
1245,1783399632001296374,2.002,1.959,96.7,0.767
1250,1783399632165185848,2.008,1.968,96.4,0.775
1255,1783399632334382019,1.889,1.959,102.4,0.554
1260,1783399632502290508,1.970,1.970,98.2,0.363
1265,1783399632666334034,1.969,1.970,98.3,0.713
1270,1783399632834558702,2.140,1.970,90.4,0.725
1275,1783399633013087197,1.961,1.969,98.7,0.775
1280,1783399633166502231,1.780,1.969,108.7,0.544
1285,1783399633334488397,1.894,1.961,102.2,0.430
1290,1783399633502490262,,1.961,,
1295,1783399633666495586,1.874,1.894,103.2,0.794
1300,1783399633834434663,1.934,1.894,100.1,0.587
1305,1783399634001557761,1.809,1.874,107.0,0.750
1310,1783399634165927257,1.828,1.874,105.9,0.768
1315,1783399634344925933,1.758,1.828,110.1,0.494
1320,1783399634513274896,,1.828,,
1325,1783399634666230249,1.914,1.828,101.1,0.546
1330,1783399634845081606,2.089,1.828,92.6,0.669
1335,1783399635002297300,,1.828,,
1340,1783399635166571685,2.229,1.914,86.8,0.683
1345,1783399635334505712,2.036,2.036,95.0,0.577
1350,1783399635502533296,2.084,2.084,92.8,0.446
1355,1783399635677166011,,2.084,,
1360,1783399635834348753,,2.084,,
1365,1783399636001436114,1.662,2.084,116.4,0.356
1370,1783399636165397144,,2.084,,
1375,1783399636334128494,1.747,2.036,110.8,0.711
1380,1783399636501367142,,2.036,,
1385,1783399636665931016,1.512,1.747,128.0,0.399
1390,1783399636834490440,,1.747,,
1395,1783399637001414210,,1.747,,
1400,1783399637165589807,,1.747,,
1405,1783399637334411327,1.707,1.707,113.3,0.661
1410,1783399637502426679,1.773,1.707,109.2,0.453
1415,1783399637665318912,1.741,1.741,111.2,0.426
1420,1783399637833938740,1.922,1.741,100.7,0.758
1425,1783399638012007934,1.861,1.773,104.0,0.691
1430,1783399638176673219,1.912,1.861,101.2,0.835
1435,1783399638344397478,2.262,1.912,85.6,0.421
1440,1783399638502405426,1.876,1.912,103.2,0.542
1445,1783399638665511945,1.914,1.912,101.1,0.422
1450,1783399638834101906,2.030,1.914,95.3,0.691
1455,1783399639002500114,2.133,2.030,90.7,0.671
1460,1783399639166426929,2.000,2.000,96.8,0.643
1465,1783399639333889381,2.223,2.030,87.0,0.698
1470,1783399639502054397,2.136,2.133,90.6,0.760
1475,1783399639665902282,2.106,2.133,91.9,0.683
1480,1783399639844859480,2.388,2.136,81.0,0.666
1485,1783399640002129087,2.347,2.223,82.5,0.768
1490,1783399640166487070,2.292,2.292,84.4,0.794
1495,1783399640334068017,2.333,2.333,83.0,0.697
1500,1783399640502737450,2.240,2.333,86.4,0.701
1505,1783399640666395114,2.352,2.333,82.3,0.774
1510,1783399640834364098,2.313,2.313,83.7,0.815
1515,1783399641001980141,2.326,2.326,83.2,0.816
1520,1783399641176969422,2.332,2.326,83.0,0.770
1525,1783399641334075178,2.356,2.332,82.1,0.778
1530,1783399641502607490,2.254,2.326,85.8,0.785
1535,1783399641666396253,2.121,2.326,91.2,0.795
1540,1783399641833989344,2.177,2.254,88.9,0.742
1545,1783399642002660970,2.223,2.223,87.1,0.785
1550,1783399642166591612,2.314,2.223,83.6,0.789
1555,1783399642334116312,2.601,2.223,74.4,0.760
1560,1783399642502565456,2.508,2.314,77.1,0.785
1565,1783399642666356605,2.547,2.508,76.0,0.806
1570,1783399642834399709,2.079,2.508,93.1,0.771
1575,1783399643002728013,2.198,2.508,88.0,0.807
1580,1783399643165597853,2.295,2.295,84.3,0.807
1585,1783399643345073335,2.352,2.295,82.3,0.795
1590,1783399643502764341,2.181,2.198,88.7,0.771
1595,1783399643666620933,2.323,2.295,83.3,0.775
1600,1783399643834675418,2.417,2.323,80.0,0.778
1605,1783399644002595849,2.051,2.323,94.4,0.816
1610,1783399644165646702,2.097,2.181,92.3,0.780
1615,1783399644334530691,2.190,2.190,88.4,0.827
1620,1783399644502521376,2.200,2.190,88.0,0.800
1625,1783399644666511161,2.394,2.190,80.8,0.802
1630,1783399644834731751,2.323,2.200,83.3,0.775
1635,1783399645002936552,2.515,2.323,76.9,0.765
1640,1783399645166731276,2.396,2.394,80.8,0.806
1645,1783399645334661997,2.169,2.394,89.2,0.721
1650,1783399645502629417,2.090,2.323,92.6,0.779
1655,1783399645677210233,2.262,2.262,85.6,0.782
1660,1783399645834772655,2.360,2.262,82.0,0.792
1665,1783399646002601082,2.197,2.197,88.1,0.807
1670,1783399646167317114,1.925,2.197,100.5,0.781
1675,1783399646335244468,1.995,2.197,97.0,0.760
1680,1783399646502509185,2.059,2.059,94.0,0.721
1685,1783399646666533335,2.139,2.059,90.5,0.741
1690,1783399646834735581,1.980,1.995,97.7,0.735
1695,1783399646997785793,2.277,2.059,85.0,0.780
1700,1783399647166681755,2.248,2.139,86.1,0.811
1705,1783399647335351849,1.987,2.139,97.4,0.820
1710,1783399647508174108,1.848,1.987,104.7,0.779
1715,1783399647666581844,2.042,2.042,94.7,0.792
1720,1783399647835298145,1.860,1.987,104.0,0.816
1725,1783399648008426605,1.875,1.875,103.2,0.816
1730,1783399648166158570,1.764,1.860,109.7,0.787
1735,1783399648344242220,1.812,1.860,106.8,0.803
1740,1783399648508236303,1.959,1.860,98.8,0.757
1745,1783399648665643010,2.035,1.875,95.1,0.791
1750,1783399648844122311,1.787,1.812,108.3,0.680
1755,1783399649008202067,1.810,1.812,106.9,0.724
1760,1783399649176778062,1.724,1.810,112.2,0.657
1765,1783399649344278076,1.980,1.810,97.7,0.707
1770,1783399649508211223,1.835,1.810,105.4,0.673
1775,1783399649666133428,1.936,1.835,99.9,0.792
1780,1783399649833614687,1.925,1.925,100.5,0.741
1785,1783399649997385857,2.067,1.936,93.6,0.641
1790,1783399650166583280,2.551,1.936,75.9,0.625
1795,1783399650333623092,1.938,1.938,99.8,0.754
1800,1783399650507448415,2.090,2.067,92.6,0.700
1805,1783399650665695145,2.147,2.090,90.1,0.775
1810,1783399650844624370,2.204,2.147,87.8,0.760
1815,1783399650998297364,2.296,2.147,84.3,0.652
1820,1783399651166339567,2.430,2.204,79.6,0.671
1825,1783399651335782456,2.347,2.296,82.4,0.729
1830,1783399651498413674,2.369,2.347,81.7,0.751
1835,1783399651666113236,2.488,2.369,77.8,0.667
1840,1783399651834764283,2.346,2.369,82.5,0.790
1845,1783399651999126234,2.179,2.347,88.8,0.788
1850,1783399652166261516,2.387,2.369,81.1,0.729
1855,1783399652334728123,2.446,2.387,79.1,0.739
1860,1783399652498877601,2.217,2.346,87.3,0.811
1865,1783399652666304938,2.383,2.383,81.2,0.772
1870,1783399652844215219,2.413,2.387,80.2,0.770
1875,1783399652998696556,2.319,2.383,83.4,0.735
1880,1783399653166152687,2.337,2.337,82.8,0.747
1885,1783399653334899976,2.410,2.383,80.3,0.763
1890,1783399653499401572,2.409,2.409,80.3,0.801
1895,1783399653666908960,2.332,2.337,83.0,0.715
1900,1783399653834866791,2.370,2.370,81.6,0.784
1905,1783399653998874079,2.523,2.409,76.7,0.732
1910,1783399654166835839,2.441,2.409,79.3,0.734
1915,1783399654334816975,2.706,2.441,71.5,0.796
1920,1783399654498770831,2.590,2.523,74.7,0.793
1925,1783399654665872279,2.360,2.523,82.0,0.816
1930,1783399654835328413,2.364,2.441,81.9,0.783
1935,1783399654998921065,2.188,2.364,88.5,0.784
1940,1783399655166788726,2.020,2.360,95.8,0.719
1945,1783399655333969344,2.245,2.245,86.2,0.778
1950,1783399655509612676,2.133,2.188,90.7,0.746
1955,1783399655667021727,2.209,2.188,87.6,0.757
1960,1783399655834728252,2.194,2.194,88.2,0.816
1965,1783399655997937877,2.201,2.201,87.9,0.780
1970,1783399656166875768,2.136,2.194,90.6,0.773
1975,1783399656333819767,2.251,2.201,86.0,0.812
1980,1783399656498927283,2.205,2.201,87.8,0.809
1985,1783399656666930752,2.129,2.201,90.9,0.771
1990,1783399656834925193,1.978,2.136,97.8,0.741
1995,1783399656998810510,2.199,2.199,88.0,0.811
2000,1783399657166968471,2.109,2.129,91.7,0.806
2005,1783399657334858855,2.197,2.129,88.1,0.802
2010,1783399657498946726,2.273,2.197,85.1,0.818
2015,1783399657666981414,2.199,2.199,88.0,0.763
2020,1783399657835698275,2.199,2.199,88.0,0.773
2025,1783399658008543278,2.168,2.199,89.2,0.744
2030,1783399658167458025,2.070,2.199,93.5,0.786
2035,1783399658334988166,2.012,2.168,96.2,0.828
2040,1783399658508988991,2.155,2.155,89.8,0.793
2045,1783399658665915086,2.053,2.070,94.3,0.771
2050,1783399658834025969,2.257,2.070,85.7,0.792
2055,1783399658998379434,2.019,2.053,95.8,0.754
2060,1783399659175930824,2.366,2.155,81.8,0.752
2065,1783399659344752144,2.225,2.225,87.0,0.771
2070,1783399659509447187,1.996,2.225,96.9,0.809
2075,1783399659676428647,2.019,2.019,95.9,0.812
2080,1783399659835822394,1.977,2.019,97.9,0.820
2085,1783399660007957952,1.813,1.996,106.7,0.762
2090,1783399660175946572,2.034,1.996,95.1,0.742
2095,1783399660344975787,1.909,1.977,101.4,0.725
2100,1783399660508852287,1.837,1.909,105.3,0.732
2105,1783399660665957623,1.678,1.837,115.3,0.695
2110,1783399660835714358,1.699,1.837,113.9,0.746
2115,1783399661009234943,1.711,1.711,113.1,0.724
2120,1783399661166865774,1.788,1.711,108.2,0.553
2125,1783399661334198240,1.557,1.699,124.3,0.697
2130,1783399661498418783,1.429,1.699,135.4,0.777
2135,1783399661667017923,1.351,1.557,143.2,0.776
2140,1783399661834222996,1.092,1.429,177.2,0.652
2145,1783399661998515196,1.473,1.429,131.4,0.812
2150,1783399662166613393,1.453,1.429,133.2,0.810
2155,1783399662334881454,1.474,1.453,131.3,0.794
2160,1783399662497028403,1.439,1.453,134.5,0.810
2165,1783399662665135919,1.500,1.473,129.0,0.822
